Gamma     = 0.99 , alpha    = 0.1 , episodes            = 500
n actions = 5    , n states = 605 , n state action pair = 3025

row	 	 x	 	y	 	theta	 	actions	 	best action	 	Q Table Values
0	 	-5	 	-5	 	0	 	0	 	0	 	-0.3994
1	 	-5	 	-5	 	0	 	1	 	1	 	-0.4925
2	 	-5	 	-5	 	0	 	2	 	0	 	-1
3	 	-5	 	-5	 	0	 	3	 	2	 	-1
4	 	-5	 	-5	 	0	 	4	 	0	 	-0.414
5	 	-5	 	-5	 	1.571	 	0	 	0	 	-0.3994
6	 	-5	 	-5	 	1.571	 	1	 	1	 	-0.3967
7	 	-5	 	-5	 	1.571	 	2	 	0	 	-1
8	 	-5	 	-5	 	1.571	 	3	 	2	 	-0.3986
9	 	-5	 	-5	 	1.571	 	4	 	0	 	-0.4634
10	 	-5	 	-5	 	3.142	 	0	 	0	 	-0.2997
11	 	-5	 	-5	 	3.142	 	1	 	1	 	-1
12	 	-5	 	-5	 	3.142	 	2	 	0	 	-0.2998
13	 	-5	 	-5	 	3.142	 	3	 	2	 	-0.3264
14	 	-5	 	-5	 	3.142	 	4	 	0	 	-0.5655
15	 	-5	 	-5	 	4.712	 	0	 	0	 	-2.47
16	 	-5	 	-5	 	4.712	 	1	 	1	 	-4.223
17	 	-5	 	-5	 	4.712	 	2	 	0	 	-2.444
18	 	-5	 	-5	 	4.712	 	3	 	2	 	-2.938
19	 	-5	 	-5	 	4.712	 	4	 	0	 	-2.488
20	 	-5	 	-5	 	6.283	 	0	 	0	 	-2.412
21	 	-5	 	-5	 	6.283	 	1	 	1	 	-2.459
22	 	-5	 	-5	 	6.283	 	2	 	0	 	-4.82
23	 	-5	 	-5	 	6.283	 	3	 	2	 	-2.465
24	 	-5	 	-5	 	6.283	 	4	 	0	 	-2.805
25	 	-5	 	-4	 	0	 	0	 	0	 	-0.3895
26	 	-5	 	-4	 	0	 	1	 	1	 	-0.3993
27	 	-5	 	-4	 	0	 	2	 	0	 	-1
28	 	-5	 	-4	 	0	 	3	 	2	 	-1
29	 	-5	 	-4	 	0	 	4	 	0	 	-0.4138
30	 	-5	 	-4	 	1.571	 	0	 	0	 	-0.3994
31	 	-5	 	-4	 	1.571	 	1	 	1	 	-0.4741
32	 	-5	 	-4	 	1.571	 	2	 	0	 	-0.465
33	 	-5	 	-4	 	1.571	 	3	 	2	 	-0.3984
34	 	-5	 	-4	 	1.571	 	4	 	0	 	-0.4602
35	 	-5	 	-4	 	3.142	 	0	 	0	 	-0.3994
36	 	-5	 	-4	 	3.142	 	1	 	1	 	-1
37	 	-5	 	-4	 	3.142	 	2	 	0	 	-0.3895
38	 	-5	 	-4	 	3.142	 	3	 	2	 	-0.4307
39	 	-5	 	-4	 	3.142	 	4	 	0	 	-0.5316
40	 	-5	 	-4	 	4.712	 	0	 	0	 	-2.354
41	 	-5	 	-4	 	4.712	 	1	 	1	 	-2.385
42	 	-5	 	-4	 	4.712	 	2	 	0	 	-2.308
43	 	-5	 	-4	 	4.712	 	3	 	2	 	-2.756
44	 	-5	 	-4	 	4.712	 	4	 	0	 	-2.352
45	 	-5	 	-4	 	6.283	 	0	 	0	 	-2.265
46	 	-5	 	-4	 	6.283	 	1	 	1	 	-2.303
47	 	-5	 	-4	 	6.283	 	2	 	0	 	-2.784
48	 	-5	 	-4	 	6.283	 	3	 	2	 	-2.31
49	 	-5	 	-4	 	6.283	 	4	 	0	 	-4.176
50	 	-5	 	-3	 	0	 	0	 	0	 	-0.3994
51	 	-5	 	-3	 	0	 	1	 	1	 	-0.5052
52	 	-5	 	-3	 	0	 	2	 	0	 	-1
53	 	-5	 	-3	 	0	 	3	 	2	 	-1
54	 	-5	 	-3	 	0	 	4	 	0	 	-0.4964
55	 	-5	 	-3	 	1.571	 	0	 	0	 	-0.3994
56	 	-5	 	-3	 	1.571	 	1	 	1	 	-0.494
57	 	-5	 	-3	 	1.571	 	2	 	0	 	-0.4157
58	 	-5	 	-3	 	1.571	 	3	 	2	 	-0.4261
59	 	-5	 	-3	 	1.571	 	4	 	0	 	-0.4729
60	 	-5	 	-3	 	3.142	 	0	 	0	 	-0.3994
61	 	-5	 	-3	 	3.142	 	1	 	1	 	-1
62	 	-5	 	-3	 	3.142	 	2	 	0	 	-0.3978
63	 	-5	 	-3	 	3.142	 	3	 	2	 	-0.4338
64	 	-5	 	-3	 	3.142	 	4	 	0	 	-0.5301
65	 	-5	 	-3	 	4.712	 	0	 	0	 	-2.247
66	 	-5	 	-3	 	4.712	 	1	 	1	 	-2.193
67	 	-5	 	-3	 	4.712	 	2	 	0	 	-2.205
68	 	-5	 	-3	 	4.712	 	3	 	2	 	-2.917
69	 	-5	 	-3	 	4.712	 	4	 	0	 	-2.26
70	 	-5	 	-3	 	6.283	 	0	 	0	 	-2.077
71	 	-5	 	-3	 	6.283	 	1	 	1	 	-2.143
72	 	-5	 	-3	 	6.283	 	2	 	0	 	-2.786
73	 	-5	 	-3	 	6.283	 	3	 	2	 	-2.119
74	 	-5	 	-3	 	6.283	 	4	 	0	 	-3.504
75	 	-5	 	-2	 	0	 	0	 	0	 	-0.3994
76	 	-5	 	-2	 	0	 	1	 	1	 	-0.4882
77	 	-5	 	-2	 	0	 	2	 	0	 	-1
78	 	-5	 	-2	 	0	 	3	 	2	 	-1
79	 	-5	 	-2	 	0	 	4	 	0	 	-0.4057
80	 	-5	 	-2	 	1.571	 	0	 	0	 	-0.3994
81	 	-5	 	-2	 	1.571	 	1	 	1	 	-0.3815
82	 	-5	 	-2	 	1.571	 	2	 	0	 	-0.3914
83	 	-5	 	-2	 	1.571	 	3	 	2	 	-0.4163
84	 	-5	 	-2	 	1.571	 	4	 	0	 	-0.4597
85	 	-5	 	-2	 	3.142	 	0	 	0	 	-0.2997
86	 	-5	 	-2	 	3.142	 	1	 	1	 	-1
87	 	-5	 	-2	 	3.142	 	2	 	0	 	-0.3024
88	 	-5	 	-2	 	3.142	 	3	 	2	 	-0.3175
89	 	-5	 	-2	 	3.142	 	4	 	0	 	-0.5019
90	 	-5	 	-2	 	4.712	 	0	 	0	 	-2.065
91	 	-5	 	-2	 	4.712	 	1	 	1	 	-2.127
92	 	-5	 	-2	 	4.712	 	2	 	0	 	-2.045
93	 	-5	 	-2	 	4.712	 	3	 	2	 	-2.765
94	 	-5	 	-2	 	4.712	 	4	 	0	 	-2.035
95	 	-5	 	-2	 	6.283	 	0	 	0	 	-1.933
96	 	-5	 	-2	 	6.283	 	1	 	1	 	-1.926
97	 	-5	 	-2	 	6.283	 	2	 	0	 	-1.999
98	 	-5	 	-2	 	6.283	 	3	 	2	 	-1.975
99	 	-5	 	-2	 	6.283	 	4	 	0	 	-1.936
100	 	-5	 	-1	 	0	 	0	 	0	 	-0.3994
101	 	-5	 	-1	 	0	 	1	 	1	 	-0.4739
102	 	-5	 	-1	 	0	 	2	 	0	 	-2.729
103	 	-5	 	-1	 	0	 	3	 	2	 	-1
104	 	-5	 	-1	 	0	 	4	 	0	 	-0.4146
105	 	-5	 	-1	 	1.571	 	0	 	0	 	-0.3994
106	 	-5	 	-1	 	1.571	 	1	 	1	 	-0.3994
107	 	-5	 	-1	 	1.571	 	2	 	0	 	-0.3905
108	 	-5	 	-1	 	1.571	 	3	 	2	 	-0.4147
109	 	-5	 	-1	 	1.571	 	4	 	0	 	-0.3904
110	 	-5	 	-1	 	3.142	 	0	 	0	 	-0.2997
111	 	-5	 	-1	 	3.142	 	1	 	1	 	-1
112	 	-5	 	-1	 	3.142	 	2	 	0	 	-0.3007
113	 	-5	 	-1	 	3.142	 	3	 	2	 	-0.3184
114	 	-5	 	-1	 	3.142	 	4	 	0	 	-0.4329
115	 	-5	 	-1	 	4.712	 	0	 	0	 	-1.769
116	 	-5	 	-1	 	4.712	 	1	 	1	 	-1.872
117	 	-5	 	-1	 	4.712	 	2	 	0	 	-1.802
118	 	-5	 	-1	 	4.712	 	3	 	2	 	-1.94
119	 	-5	 	-1	 	4.712	 	4	 	0	 	-1.751
120	 	-5	 	-1	 	6.283	 	0	 	0	 	-1.642
121	 	-5	 	-1	 	6.283	 	1	 	1	 	-1.657
122	 	-5	 	-1	 	6.283	 	2	 	0	 	-1.999
123	 	-5	 	-1	 	6.283	 	3	 	2	 	-1.626
124	 	-5	 	-1	 	6.283	 	4	 	0	 	-4.199
125	 	-5	 	0	 	0	 	0	 	0	 	-0.3994
126	 	-5	 	0	 	0	 	1	 	1	 	-0.4793
127	 	-5	 	0	 	0	 	2	 	0	 	-1
128	 	-5	 	0	 	0	 	3	 	2	 	-1
129	 	-5	 	0	 	0	 	4	 	0	 	-0.4939
130	 	-5	 	0	 	1.571	 	0	 	0	 	-0.3994
131	 	-5	 	0	 	1.571	 	1	 	1	 	-0.4235
132	 	-5	 	0	 	1.571	 	2	 	0	 	-0.473
133	 	-5	 	0	 	1.571	 	3	 	2	 	-0.417
134	 	-5	 	0	 	1.571	 	4	 	0	 	-0.4567
135	 	-5	 	0	 	3.142	 	0	 	0	 	-0.2997
136	 	-5	 	0	 	3.142	 	1	 	1	 	-1
137	 	-5	 	0	 	3.142	 	2	 	0	 	-0.2998
138	 	-5	 	0	 	3.142	 	3	 	2	 	-0.3346
139	 	-5	 	0	 	3.142	 	4	 	0	 	-0.4192
140	 	-5	 	0	 	4.712	 	0	 	0	 	-1.577
141	 	-5	 	0	 	4.712	 	1	 	1	 	-1.58
142	 	-5	 	0	 	4.712	 	2	 	0	 	-1.631
143	 	-5	 	0	 	4.712	 	3	 	2	 	-4.218
144	 	-5	 	0	 	4.712	 	4	 	0	 	-1.492
145	 	-5	 	0	 	6.283	 	0	 	0	 	-1.142
146	 	-5	 	0	 	6.283	 	1	 	1	 	0.1976
147	 	-5	 	0	 	6.283	 	2	 	0	 	-1.9
148	 	-5	 	0	 	6.283	 	3	 	2	 	-1.166
149	 	-5	 	0	 	6.283	 	4	 	0	 	-3.493
150	 	-5	 	1	 	0	 	0	 	0	 	-0.499
151	 	-5	 	1	 	0	 	1	 	1	 	-0.5725
152	 	-5	 	1	 	0	 	2	 	0	 	-1
153	 	-5	 	1	 	0	 	3	 	2	 	-1.91
154	 	-5	 	1	 	0	 	4	 	0	 	-0.5878
155	 	-5	 	1	 	1.571	 	0	 	0	 	-0.553
156	 	-5	 	1	 	1.571	 	1	 	1	 	-0.5834
157	 	-5	 	1	 	1.571	 	2	 	0	 	-0.5474
158	 	-5	 	1	 	1.571	 	3	 	2	 	-0.5055
159	 	-5	 	1	 	1.571	 	4	 	0	 	-0.5626
160	 	-5	 	1	 	3.142	 	0	 	0	 	-0.499
161	 	-5	 	1	 	3.142	 	1	 	1	 	-1
162	 	-5	 	1	 	3.142	 	2	 	0	 	-0.4995
163	 	-5	 	1	 	3.142	 	3	 	2	 	-0.4316
164	 	-5	 	1	 	3.142	 	4	 	0	 	-0.4398
165	 	-5	 	1	 	4.712	 	0	 	0	 	-1.795
166	 	-5	 	1	 	4.712	 	1	 	1	 	-1.791
167	 	-5	 	1	 	4.712	 	2	 	0	 	-1.758
168	 	-5	 	1	 	4.712	 	3	 	2	 	-1.999
169	 	-5	 	1	 	4.712	 	4	 	0	 	-1.738
170	 	-5	 	1	 	6.283	 	0	 	0	 	-1.587
171	 	-5	 	1	 	6.283	 	1	 	1	 	-1.559
172	 	-5	 	1	 	6.283	 	2	 	0	 	-2.819
173	 	-5	 	1	 	6.283	 	3	 	2	 	-1.64
174	 	-5	 	1	 	6.283	 	4	 	0	 	-1.948
175	 	-5	 	2	 	0	 	0	 	0	 	-0.5985
176	 	-5	 	2	 	0	 	1	 	1	 	-0.6137
177	 	-5	 	2	 	0	 	2	 	0	 	-1
178	 	-5	 	2	 	0	 	3	 	2	 	-1.9
179	 	-5	 	2	 	0	 	4	 	0	 	-0.6077
180	 	-5	 	2	 	1.571	 	0	 	0	 	-0.5985
181	 	-5	 	2	 	1.571	 	1	 	1	 	-0.5748
182	 	-5	 	2	 	1.571	 	2	 	0	 	-0.5973
183	 	-5	 	2	 	1.571	 	3	 	2	 	-0.6097
184	 	-5	 	2	 	1.571	 	4	 	0	 	-0.5661
185	 	-5	 	2	 	3.142	 	0	 	0	 	-0.499
186	 	-5	 	2	 	3.142	 	1	 	1	 	-1
187	 	-5	 	2	 	3.142	 	2	 	0	 	-0.4757
188	 	-5	 	2	 	3.142	 	3	 	2	 	-0.529
189	 	-5	 	2	 	3.142	 	4	 	0	 	-0.4809
190	 	-5	 	2	 	4.712	 	0	 	0	 	-1.883
191	 	-5	 	2	 	4.712	 	1	 	1	 	-1.88
192	 	-5	 	2	 	4.712	 	2	 	0	 	-1.818
193	 	-5	 	2	 	4.712	 	3	 	2	 	-5.3
194	 	-5	 	2	 	4.712	 	4	 	0	 	-1.895
195	 	-5	 	2	 	6.283	 	0	 	0	 	-1.814
196	 	-5	 	2	 	6.283	 	1	 	1	 	-1.801
197	 	-5	 	2	 	6.283	 	2	 	0	 	-2.927
198	 	-5	 	2	 	6.283	 	3	 	2	 	-1.777
199	 	-5	 	2	 	6.283	 	4	 	0	 	-3.51
200	 	-5	 	3	 	0	 	0	 	0	 	-0.5985
201	 	-5	 	3	 	0	 	1	 	1	 	-0.6926
202	 	-5	 	3	 	0	 	2	 	0	 	-1
203	 	-5	 	3	 	0	 	3	 	2	 	-1
204	 	-5	 	3	 	0	 	4	 	0	 	-0.5984
205	 	-5	 	3	 	1.571	 	0	 	0	 	-0.5985
206	 	-5	 	3	 	1.571	 	1	 	1	 	-0.592
207	 	-5	 	3	 	1.571	 	2	 	0	 	-0.5949
208	 	-5	 	3	 	1.571	 	3	 	2	 	-0.6287
209	 	-5	 	3	 	1.571	 	4	 	0	 	-0.5764
210	 	-5	 	3	 	3.142	 	0	 	0	 	-0.499
211	 	-5	 	3	 	3.142	 	1	 	1	 	-1
212	 	-5	 	3	 	3.142	 	2	 	0	 	-0.4978
213	 	-5	 	3	 	3.142	 	3	 	2	 	-0.5378
214	 	-5	 	3	 	3.142	 	4	 	0	 	-0.4838
215	 	-5	 	3	 	4.712	 	0	 	0	 	-1.947
216	 	-5	 	3	 	4.712	 	1	 	1	 	-1.951
217	 	-5	 	3	 	4.712	 	2	 	0	 	-2.017
218	 	-5	 	3	 	4.712	 	3	 	2	 	-4.146
219	 	-5	 	3	 	4.712	 	4	 	0	 	-1.975
220	 	-5	 	3	 	6.283	 	0	 	0	 	-1.864
221	 	-5	 	3	 	6.283	 	1	 	1	 	-1.825
222	 	-5	 	3	 	6.283	 	2	 	0	 	-1.999
223	 	-5	 	3	 	6.283	 	3	 	2	 	-1.893
224	 	-5	 	3	 	6.283	 	4	 	0	 	-1.9
225	 	-5	 	4	 	0	 	0	 	0	 	-0.6979
226	 	-5	 	4	 	0	 	1	 	1	 	-0.7645
227	 	-5	 	4	 	0	 	2	 	0	 	-1
228	 	-5	 	4	 	0	 	3	 	2	 	-1
229	 	-5	 	4	 	0	 	4	 	0	 	-0.7376
230	 	-5	 	4	 	1.571	 	0	 	0	 	-0.5985
231	 	-5	 	4	 	1.571	 	1	 	1	 	-0.5932
232	 	-5	 	4	 	1.571	 	2	 	0	 	-0.6716
233	 	-5	 	4	 	1.571	 	3	 	2	 	-0.6982
234	 	-5	 	4	 	1.571	 	4	 	0	 	-0.5931
235	 	-5	 	4	 	3.142	 	0	 	0	 	-0.499
236	 	-5	 	4	 	3.142	 	1	 	1	 	-1
237	 	-5	 	4	 	3.142	 	2	 	0	 	-0.4838
238	 	-5	 	4	 	3.142	 	3	 	2	 	-0.5273
239	 	-5	 	4	 	3.142	 	4	 	0	 	-0.7029
240	 	-5	 	4	 	4.712	 	0	 	0	 	-2.167
241	 	-5	 	4	 	4.712	 	1	 	1	 	-2.113
242	 	-5	 	4	 	4.712	 	2	 	0	 	-2.077
243	 	-5	 	4	 	4.712	 	3	 	2	 	-3.545
244	 	-5	 	4	 	4.712	 	4	 	0	 	-2.165
245	 	-5	 	4	 	6.283	 	0	 	0	 	-2.078
246	 	-5	 	4	 	6.283	 	1	 	1	 	-2.142
247	 	-5	 	4	 	6.283	 	2	 	0	 	-2.766
248	 	-5	 	4	 	6.283	 	3	 	2	 	-2.081
249	 	-5	 	4	 	6.283	 	4	 	0	 	-2.997
250	 	-5	 	5	 	0	 	0	 	0	 	-0.6693
251	 	-5	 	5	 	0	 	1	 	1	 	-0.6669
252	 	-5	 	5	 	0	 	2	 	0	 	-3.439
253	 	-5	 	5	 	0	 	3	 	2	 	-1.9
254	 	-5	 	5	 	0	 	4	 	0	 	-0.6874
255	 	-5	 	5	 	1.571	 	0	 	0	 	-0.6979
256	 	-5	 	5	 	1.571	 	1	 	1	 	-1
257	 	-5	 	5	 	1.571	 	2	 	0	 	-0.6912
258	 	-5	 	5	 	1.571	 	3	 	2	 	-0.6248
259	 	-5	 	5	 	1.571	 	4	 	0	 	-0.6454
260	 	-5	 	5	 	3.142	 	0	 	0	 	-0.499
261	 	-5	 	5	 	3.142	 	1	 	1	 	-1
262	 	-5	 	5	 	3.142	 	2	 	0	 	-0.5006
263	 	-5	 	5	 	3.142	 	3	 	2	 	-0.5517
264	 	-5	 	5	 	3.142	 	4	 	0	 	-0.4457
265	 	-5	 	5	 	4.712	 	0	 	0	 	-2.156
266	 	-5	 	5	 	4.712	 	1	 	1	 	-2.155
267	 	-5	 	5	 	4.712	 	2	 	0	 	-2.787
268	 	-5	 	5	 	4.712	 	3	 	2	 	-2.997
269	 	-5	 	5	 	4.712	 	4	 	0	 	-2.107
270	 	-5	 	5	 	6.283	 	0	 	0	 	-2.061
271	 	-5	 	5	 	6.283	 	1	 	1	 	-2.064
272	 	-5	 	5	 	6.283	 	2	 	0	 	-4.743
273	 	-5	 	5	 	6.283	 	3	 	2	 	-2.124
274	 	-5	 	5	 	6.283	 	4	 	0	 	-4.154
275	 	-4	 	-5	 	0	 	0	 	0	 	-0.499
276	 	-4	 	-5	 	0	 	1	 	1	 	-0.4992
277	 	-4	 	-5	 	0	 	2	 	0	 	-0.4975
278	 	-4	 	-5	 	0	 	3	 	2	 	-1
279	 	-4	 	-5	 	0	 	4	 	0	 	-0.5002
280	 	-4	 	-5	 	1.571	 	0	 	0	 	-0.3994
281	 	-4	 	-5	 	1.571	 	1	 	1	 	-0.4237
282	 	-4	 	-5	 	1.571	 	2	 	0	 	-1
283	 	-4	 	-5	 	1.571	 	3	 	2	 	-0.4164
284	 	-4	 	-5	 	1.571	 	4	 	0	 	-0.4871
285	 	-4	 	-5	 	3.142	 	0	 	0	 	-0.2997
286	 	-4	 	-5	 	3.142	 	1	 	1	 	-0.3006
287	 	-4	 	-5	 	3.142	 	2	 	0	 	-0.3807
288	 	-4	 	-5	 	3.142	 	3	 	2	 	-0.3015
289	 	-4	 	-5	 	3.142	 	4	 	0	 	-0.5729
290	 	-4	 	-5	 	4.712	 	0	 	0	 	-2.353
291	 	-4	 	-5	 	4.712	 	1	 	1	 	-3.508
292	 	-4	 	-5	 	4.712	 	2	 	0	 	-2.338
293	 	-4	 	-5	 	4.712	 	3	 	2	 	-5.942
294	 	-4	 	-5	 	4.712	 	4	 	0	 	-2.353
295	 	-4	 	-5	 	6.283	 	0	 	0	 	-2.274
296	 	-4	 	-5	 	6.283	 	1	 	1	 	-2.335
297	 	-4	 	-5	 	6.283	 	2	 	0	 	-2.334
298	 	-4	 	-5	 	6.283	 	3	 	2	 	-2.298
299	 	-4	 	-5	 	6.283	 	4	 	0	 	-2.917
300	 	-4	 	-4	 	0	 	0	 	0	 	-0.3994
301	 	-4	 	-4	 	0	 	1	 	1	 	-0.3984
302	 	-4	 	-4	 	0	 	2	 	0	 	-0.3993
303	 	-4	 	-4	 	0	 	3	 	2	 	-1.9
304	 	-4	 	-4	 	0	 	4	 	0	 	-0.4082
305	 	-4	 	-4	 	1.571	 	0	 	0	 	-0.3994
306	 	-4	 	-4	 	1.571	 	1	 	1	 	-0.402
307	 	-4	 	-4	 	1.571	 	2	 	0	 	-0.4917
308	 	-4	 	-4	 	1.571	 	3	 	2	 	-0.3994
309	 	-4	 	-4	 	1.571	 	4	 	0	 	-0.4805
310	 	-4	 	-4	 	3.142	 	0	 	0	 	-0.3895
311	 	-4	 	-4	 	3.142	 	1	 	1	 	-0.4082
312	 	-4	 	-4	 	3.142	 	2	 	0	 	-0.3833
313	 	-4	 	-4	 	3.142	 	3	 	2	 	-0.4075
314	 	-4	 	-4	 	3.142	 	4	 	0	 	-0.3747
315	 	-4	 	-4	 	4.712	 	0	 	0	 	-2.257
316	 	-4	 	-4	 	4.712	 	1	 	1	 	-2.254
317	 	-4	 	-4	 	4.712	 	2	 	0	 	-2.288
318	 	-4	 	-4	 	4.712	 	3	 	2	 	-5.397
319	 	-4	 	-4	 	4.712	 	4	 	0	 	-2.281
320	 	-4	 	-4	 	6.283	 	0	 	0	 	-2.247
321	 	-4	 	-4	 	6.283	 	1	 	1	 	-2.237
322	 	-4	 	-4	 	6.283	 	2	 	0	 	-2.246
323	 	-4	 	-4	 	6.283	 	3	 	2	 	-2.276
324	 	-4	 	-4	 	6.283	 	4	 	0	 	-2.909
325	 	-4	 	-3	 	0	 	0	 	0	 	-0.4891
326	 	-4	 	-3	 	0	 	1	 	1	 	-0.4802
327	 	-4	 	-3	 	0	 	2	 	0	 	-0.4909
328	 	-4	 	-3	 	0	 	3	 	2	 	-1
329	 	-4	 	-3	 	0	 	4	 	0	 	-0.5619
330	 	-4	 	-3	 	1.571	 	0	 	0	 	-0.3994
331	 	-4	 	-3	 	1.571	 	1	 	1	 	-0.4019
332	 	-4	 	-3	 	1.571	 	2	 	0	 	-0.4738
333	 	-4	 	-3	 	1.571	 	3	 	2	 	-0.4318
334	 	-4	 	-3	 	1.571	 	4	 	0	 	-0.3858
335	 	-4	 	-3	 	3.142	 	0	 	0	 	-0.2997
336	 	-4	 	-3	 	3.142	 	1	 	1	 	-0.3931
337	 	-4	 	-3	 	3.142	 	2	 	0	 	-0.2997
338	 	-4	 	-3	 	3.142	 	3	 	2	 	-0.3176
339	 	-4	 	-3	 	3.142	 	4	 	0	 	-0.416
340	 	-4	 	-3	 	4.712	 	0	 	0	 	-2.046
341	 	-4	 	-3	 	4.712	 	1	 	1	 	-2.13
342	 	-4	 	-3	 	4.712	 	2	 	0	 	-2.101
343	 	-4	 	-3	 	4.712	 	3	 	2	 	-6.253
344	 	-4	 	-3	 	4.712	 	4	 	0	 	-2.049
345	 	-4	 	-3	 	6.283	 	0	 	0	 	-2.069
346	 	-4	 	-3	 	6.283	 	1	 	1	 	-2.043
347	 	-4	 	-3	 	6.283	 	2	 	0	 	-1.982
348	 	-4	 	-3	 	6.283	 	3	 	2	 	-2.005
349	 	-4	 	-3	 	6.283	 	4	 	0	 	-2.767
350	 	-4	 	-2	 	0	 	0	 	0	 	-0.3994
351	 	-4	 	-2	 	0	 	1	 	1	 	-0.3895
352	 	-4	 	-2	 	0	 	2	 	0	 	-0.401
353	 	-4	 	-2	 	0	 	3	 	2	 	-1
354	 	-4	 	-2	 	0	 	4	 	0	 	-0.4793
355	 	-4	 	-2	 	1.571	 	0	 	0	 	-0.3994
356	 	-4	 	-2	 	1.571	 	1	 	1	 	-0.3975
357	 	-4	 	-2	 	1.571	 	2	 	0	 	-0.3989
358	 	-4	 	-2	 	1.571	 	3	 	2	 	-0.4147
359	 	-4	 	-2	 	1.571	 	4	 	0	 	-0.4574
360	 	-4	 	-2	 	3.142	 	0	 	0	 	-0.2997
361	 	-4	 	-2	 	3.142	 	1	 	1	 	-0.2997
362	 	-4	 	-2	 	3.142	 	2	 	0	 	-0.2898
363	 	-4	 	-2	 	3.142	 	3	 	2	 	-0.3264
364	 	-4	 	-2	 	3.142	 	4	 	0	 	-0.4839
365	 	-4	 	-2	 	4.712	 	0	 	0	 	-1.849
366	 	-4	 	-2	 	4.712	 	1	 	1	 	-1.873
367	 	-4	 	-2	 	4.712	 	2	 	0	 	-1.875
368	 	-4	 	-2	 	4.712	 	3	 	2	 	-4.227
369	 	-4	 	-2	 	4.712	 	4	 	0	 	-1.862
370	 	-4	 	-2	 	6.283	 	0	 	0	 	-1.773
371	 	-4	 	-2	 	6.283	 	1	 	1	 	-1.728
372	 	-4	 	-2	 	6.283	 	2	 	0	 	-1.763
373	 	-4	 	-2	 	6.283	 	3	 	2	 	-1.831
374	 	-4	 	-2	 	6.283	 	4	 	0	 	-1.999
375	 	-4	 	-1	 	0	 	0	 	0	 	-0.3895
376	 	-4	 	-1	 	0	 	1	 	1	 	-0.3886
377	 	-4	 	-1	 	0	 	2	 	0	 	-0.4074
378	 	-4	 	-1	 	0	 	3	 	2	 	-1
379	 	-4	 	-1	 	0	 	4	 	0	 	-0.4154
380	 	-4	 	-1	 	1.571	 	0	 	0	 	-0.3895
381	 	-4	 	-1	 	1.571	 	1	 	1	 	-0.3994
382	 	-4	 	-1	 	1.571	 	2	 	0	 	-0.4794
383	 	-4	 	-1	 	1.571	 	3	 	2	 	-0.4003
384	 	-4	 	-1	 	1.571	 	4	 	0	 	-0.4641
385	 	-4	 	-1	 	3.142	 	0	 	0	 	-0.2997
386	 	-4	 	-1	 	3.142	 	1	 	1	 	-0.2988
387	 	-4	 	-1	 	3.142	 	2	 	0	 	-0.3726
388	 	-4	 	-1	 	3.142	 	3	 	2	 	-0.3344
389	 	-4	 	-1	 	3.142	 	4	 	0	 	-0.4294
390	 	-4	 	-1	 	4.712	 	0	 	0	 	-1.49
391	 	-4	 	-1	 	4.712	 	1	 	1	 	-1.531
392	 	-4	 	-1	 	4.712	 	2	 	0	 	-0.9865
393	 	-4	 	-1	 	4.712	 	3	 	2	 	-2.781
394	 	-4	 	-1	 	4.712	 	4	 	0	 	-1.52
395	 	-4	 	-1	 	6.283	 	0	 	0	 	-1.511
396	 	-4	 	-1	 	6.283	 	1	 	1	 	-1.516
397	 	-4	 	-1	 	6.283	 	2	 	0	 	-1.528
398	 	-4	 	-1	 	6.283	 	3	 	2	 	-1.51
399	 	-4	 	-1	 	6.283	 	4	 	0	 	-1.946
400	 	-4	 	0	 	0	 	0	 	0	 	-0.4704
401	 	-4	 	0	 	0	 	1	 	1	 	-0.463
402	 	-4	 	0	 	0	 	2	 	0	 	-0.4162
403	 	-4	 	0	 	0	 	3	 	2	 	-1
404	 	-4	 	0	 	0	 	4	 	0	 	-0.4956
405	 	-4	 	0	 	1.571	 	0	 	0	 	-0.3994
406	 	-4	 	0	 	1.571	 	1	 	1	 	-0.401
407	 	-4	 	0	 	1.571	 	2	 	0	 	-0.3914
408	 	-4	 	0	 	1.571	 	3	 	2	 	-0.4173
409	 	-4	 	0	 	1.571	 	4	 	0	 	-0.4559
410	 	-4	 	0	 	3.142	 	0	 	0	 	-0.2997
411	 	-4	 	0	 	3.142	 	1	 	1	 	-0.2997
412	 	-4	 	0	 	3.142	 	2	 	0	 	-0.2414
413	 	-4	 	0	 	3.142	 	3	 	2	 	-0.2107
414	 	-4	 	0	 	3.142	 	4	 	0	 	-0.2164
415	 	-4	 	0	 	4.712	 	0	 	0	 	-1.165
416	 	-4	 	0	 	4.712	 	1	 	1	 	-1.199
417	 	-4	 	0	 	4.712	 	2	 	0	 	-1.146
418	 	-4	 	0	 	4.712	 	3	 	2	 	-1.919
419	 	-4	 	0	 	4.712	 	4	 	0	 	1.717
420	 	-4	 	0	 	6.283	 	0	 	0	 	-0.766
421	 	-4	 	0	 	6.283	 	1	 	1	 	5.315
422	 	-4	 	0	 	6.283	 	2	 	0	 	-0.902
423	 	-4	 	0	 	6.283	 	3	 	2	 	-0.9391
424	 	-4	 	0	 	6.283	 	4	 	0	 	-1
425	 	-4	 	1	 	0	 	0	 	0	 	-0.499
426	 	-4	 	1	 	0	 	1	 	1	 	-0.4704
427	 	-4	 	1	 	0	 	2	 	0	 	-0.5146
